#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APOC2	GPD1	9606.ENSP00000466775	9606.ENSP00000301149	0	0	0	0	0.084	0	0	0.381	0.408
APOC2	BIN1	9606.ENSP00000466775	9606.ENSP00000316779	0	0	0	0	0	0	0.540	0.107	0.571
APOC2	SREBF1	9606.ENSP00000466775	9606.ENSP00000348069	0	0	0	0	0	0	0	0.450	0.450
APOC2	GPIHBP1	9606.ENSP00000466775	9606.ENSP00000480053	0	0	0	0	0	0	0.400	0.870	0.919
ARAP1	ARHGEF6	9606.ENSP00000377233	9606.ENSP00000250617	0	0	0	0	0.061	0	0	0.436	0.447
ARAP1	ZBED3	9606.ENSP00000377233	9606.ENSP00000255198	0	0	0	0	0	0	0	0.575	0.575
ARAP1	CDKAL1	9606.ENSP00000377233	9606.ENSP00000274695	0	0	0	0	0.042	0	0	0.593	0.593
ARAP1	RALGDS	9606.ENSP00000377233	9606.ENSP00000361120	0	0	0	0	0.111	0	0	0.364	0.410
ARHGAP1	CDC42EP1	9606.ENSP00000310491	9606.ENSP00000249014	0	0	0	0	0.044	0	0.400	0.199	0.500
ARHGAP1	SCAMP2	9606.ENSP00000310491	9606.ENSP00000268099	0	0	0	0	0.060	0	0	0.580	0.588
ARHGAP1	RTKN	9606.ENSP00000310491	9606.ENSP00000272430	0	0	0	0	0	0	0.400	0.358	0.598
ARHGAP1	INPP5D	9606.ENSP00000310491	9606.ENSP00000405338	0	0	0	0	0.061	0	0	0.423	0.435
ARHGAP1	FMNL3	9606.ENSP00000310491	9606.ENSP00000335655	0	0	0	0	0	0	0.400	0.103	0.438
ARHGAP1	TJP2	9606.ENSP00000310491	9606.ENSP00000438262	0	0	0	0	0.042	0	0.400	0.103	0.439
ARHGAP1	PLXNB1	9606.ENSP00000310491	9606.ENSP00000351338	0	0	0	0	0.054	0	0.400	0.104	0.447
ARHGAP1	NDE1	9606.ENSP00000310491	9606.ENSP00000379643	0	0	0	0	0.066	0.091	0	0.414	0.459
ARHGAP1	CAV1	9606.ENSP00000310491	9606.ENSP00000339191	0	0	0	0	0.042	0.096	0.400	0.159	0.504
ARHGAP1	MYO9B	9606.ENSP00000310491	9606.ENSP00000471457	0	0	0	0.610	0.099	0	0.400	0.227	0.546
ARHGAP1	RND2	9606.ENSP00000310491	9606.ENSP00000466680	0	0	0	0	0	0.170	0.500	0.203	0.640
ARHGAP1	RHOG	9606.ENSP00000310491	9606.ENSP00000339467	0	0	0	0	0.081	0.173	0.400	0.505	0.744
ARHGAP22	PLXDC2	9606.ENSP00000412461	9606.ENSP00000366460	0	0	0	0	0.043	0	0	0.441	0.442
ARHGAP22	DOCK10	9606.ENSP00000412461	9606.ENSP00000493664	0	0	0	0	0.068	0	0	0.448	0.464
ARHGAP24	CAV1	9606.ENSP00000378611	9606.ENSP00000339191	0	0	0	0	0	0	0	0.524	0.524
ARHGAP24	FOXN2	9606.ENSP00000378611	9606.ENSP00000343633	0	0	0	0	0	0	0	0.415	0.415
ARHGAP30	LCP2	9606.ENSP00000356992	9606.ENSP00000046794	0	0	0	0	0.400	0	0	0.064	0.415
ARHGAP30	CYTH4	9606.ENSP00000356992	9606.ENSP00000248901	0	0	0	0	0.381	0	0	0.269	0.528
ARHGAP30	NCKAP1L	9606.ENSP00000356992	9606.ENSP00000293373	0	0	0	0	0.514	0	0	0.312	0.651
ARHGAP30	LAPTM5	9606.ENSP00000356992	9606.ENSP00000294507	0	0	0	0	0.474	0	0	0.298	0.615
ARHGAP30	HCLS1	9606.ENSP00000356992	9606.ENSP00000320176	0	0	0	0	0.396	0	0	0.057	0.406
ARHGAP30	CD37	9606.ENSP00000356992	9606.ENSP00000325708	0	0	0	0	0.401	0	0	0.129	0.456
ARHGAP30	PTPN6	9606.ENSP00000356992	9606.ENSP00000391592	0	0	0	0	0.299	0	0	0.184	0.404
ARHGAP30	GPSM3	9606.ENSP00000356992	9606.ENSP00000364183	0	0	0	0	0.334	0	0	0.163	0.418
ARHGAP30	BIN2	9606.ENSP00000356992	9606.ENSP00000498807	0	0	0	0	0.304	0	0	0.213	0.429
ARHGAP30	ITGB2	9606.ENSP00000356992	9606.ENSP00000380948	0	0	0	0	0.432	0	0	0.051	0.438
ARHGAP30	CD53	9606.ENSP00000356992	9606.ENSP00000497382	0	0	0	0	0.442	0	0	0.090	0.471
ARHGAP30	PARVG	9606.ENSP00000356992	9606.ENSP00000391583	0	0	0	0	0.485	0	0	0	0.485
ARHGAP30	DOCK2	9606.ENSP00000356992	9606.ENSP00000429283	0	0	0	0	0.380	0.091	0	0.185	0.501
ARHGAP30	MYO1F	9606.ENSP00000356992	9606.ENSP00000494550	0	0	0	0	0.490	0	0	0.138	0.542
ARHGAP30	PTPRC	9606.ENSP00000356992	9606.ENSP00000411355	0	0	0	0	0.562	0	0	0.079	0.579
ARHGAP36	IGSF1	9606.ENSP00000276211	9606.ENSP00000359940	0	0	0	0	0.343	0	0	0.167	0.429
ARHGAP45	GMIP	9606.ENSP00000439601	9606.ENSP00000203556	0	0	0.102	0.802	0.224	0.236	0	0.103	0.459
ARHGDIB	LCP2	9606.ENSP00000228945	9606.ENSP00000046794	0	0	0	0	0.340	0.061	0	0.437	0.621
ARHGDIB	RND2	9606.ENSP00000228945	9606.ENSP00000466680	0	0	0	0	0.055	0.288	0	0.206	0.419
ARHGDIB	PTPRC	9606.ENSP00000228945	9606.ENSP00000411355	0	0	0	0	0.348	0	0	0.156	0.426
ARHGDIB	CASP3	9606.ENSP00000228945	9606.ENSP00000311032	0	0	0	0	0.087	0.299	0	0.222	0.459
ARHGDIB	CD53	9606.ENSP00000228945	9606.ENSP00000497382	0	0	0	0	0.378	0	0	0.167	0.459
ARHGDIB	ITGB2	9606.ENSP00000228945	9606.ENSP00000380948	0	0	0	0	0.432	0	0	0.110	0.473
ARHGDIB	CAV1	9606.ENSP00000228945	9606.ENSP00000339191	0	0	0	0	0.056	0	0.400	0.147	0.474
ARHGDIB	TYROBP	9606.ENSP00000228945	9606.ENSP00000262629	0	0	0	0	0.248	0	0	0.436	0.558
ARHGDIB	HCLS1	9606.ENSP00000228945	9606.ENSP00000320176	0	0	0	0	0.567	0.061	0	0.129	0.615
ARHGDIB	LCP1	9606.ENSP00000228945	9606.ENSP00000381581	0	0	0	0	0.449	0	0	0.357	0.630
ARHGDIB	LAPTM5	9606.ENSP00000228945	9606.ENSP00000294507	0	0	0	0	0.559	0	0	0.556	0.795
ARHGDIB	RHOG	9606.ENSP00000228945	9606.ENSP00000339467	0	0	0	0	0.167	0.344	0.500	0.376	0.806
ARHGEF6	HCLS1	9606.ENSP00000250617	9606.ENSP00000320176	0	0	0	0	0.194	0	0	0.305	0.416
ARHGEF6	IL1RAPL1	9606.ENSP00000250617	9606.ENSP00000368278	0	0	0	0	0.095	0	0	0.403	0.436
ARHGEF6	DOCK2	9606.ENSP00000250617	9606.ENSP00000429283	0	0	0	0	0.263	0	0	0.335	0.489
ARHGEF6	PARVG	9606.ENSP00000250617	9606.ENSP00000391583	0	0	0	0	0.240	0.076	0	0.730	0.793
ARSD	CTPS2	9606.ENSP00000370546	9606.ENSP00000401264	0.046	0	0	0	0.112	0	0	0.409	0.456
ARSD	CD99	9606.ENSP00000370546	9606.ENSP00000370588	0	0	0	0	0	0	0	0.618	0.618
ASIC1	SGK1	9606.ENSP00000228468	9606.ENSP00000356832	0	0	0	0	0.056	0	0	0.508	0.515
ATF7IP	DNMT3A	9606.ENSP00000440440	9606.ENSP00000264709	0	0	0	0	0.055	0.118	0	0.430	0.484
ATF7IP	DISC1	9606.ENSP00000440440	9606.ENSP00000403888	0	0	0	0	0.042	0.233	0	0.401	0.521
ATM	CD4	9606.ENSP00000278616	9606.ENSP00000011653	0	0	0	0	0.049	0.137	0	0.477	0.533
ATM	TGFB1	9606.ENSP00000278616	9606.ENSP00000221930	0	0	0	0	0.042	0	0	0.619	0.619
ATM	CD38	9606.ENSP00000278616	9606.ENSP00000226279	0	0	0	0	0.090	0	0	0.403	0.434
ATM	SIRT2	9606.ENSP00000278616	9606.ENSP00000249396	0	0	0	0	0	0	0	0.421	0.421
ATM	SLX1A	9606.ENSP00000278616	9606.ENSP00000251303	0	0	0	0	0	0	0.500	0.473	0.725
ATM	PXDN	9606.ENSP00000278616	9606.ENSP00000252804	0	0	0	0	0.060	0	0	0.562	0.571
ATM	PDGFRA	9606.ENSP00000278616	9606.ENSP00000257290	0	0	0	0	0.065	0	0	0.480	0.493
ATM	DNMT3A	9606.ENSP00000278616	9606.ENSP00000264709	0	0	0	0	0.047	0	0	0.475	0.478
ATM	ERBB3	9606.ENSP00000278616	9606.ENSP00000267101	0	0	0	0	0	0	0	0.467	0.467
ATM	FAT1	9606.ENSP00000278616	9606.ENSP00000406229	0	0	0	0	0.067	0	0	0.392	0.409
ATM	CSF1R	9606.ENSP00000278616	9606.ENSP00000286301	0	0	0	0	0.054	0	0	0.404	0.412
ATM	SREBF1	9606.ENSP00000278616	9606.ENSP00000348069	0	0	0	0	0	0.292	0	0.228	0.430
ATM	CD44	9606.ENSP00000278616	9606.ENSP00000398632	0	0	0	0	0.103	0	0	0.395	0.434
ATM	PTPRC	9606.ENSP00000278616	9606.ENSP00000411355	0	0	0	0	0.172	0	0	0.379	0.464
ATM	CYREN	9606.ENSP00000278616	9606.ENSP00000376823	0	0	0	0	0	0	0	0.515	0.515
ATM	CAV1	9606.ENSP00000278616	9606.ENSP00000339191	0	0	0	0	0	0	0	0.521	0.521
ATM	RPS6KA1	9606.ENSP00000278616	9606.ENSP00000435412	0	0	0	0	0.086	0.292	0	0.383	0.566
ATM	TGFBR1	9606.ENSP00000278616	9606.ENSP00000447297	0	0	0	0	0.107	0	0	0.547	0.578
ATM	CDCA7L	9606.ENSP00000278616	9606.ENSP00000383986	0	0	0	0	0	0.473	0	0.282	0.605
ATM	FANCL	9606.ENSP00000278616	9606.ENSP00000385021	0	0	0	0	0.043	0	0	0.618	0.619
ATM	DEPTOR	9606.ENSP00000278616	9606.ENSP00000286234	0	0	0	0	0	0.090	0	0.611	0.631
ATM	CASP3	9606.ENSP00000278616	9606.ENSP00000311032	0	0	0	0	0.104	0	0	0.681	0.702
ATM	FGFR2	9606.ENSP00000278616	9606.ENSP00000410294	0	0	0	0	0.052	0	0	0.702	0.705
ATM	H2BC21	9606.ENSP00000278616	9606.ENSP00000358151	0	0	0	0	0	0	0.500	0.512	0.745
B3GAT2	UGT8	9606.ENSP00000230053	9606.ENSP00000311648	0	0	0	0	0.043	0	0	0.420	0.421
B3GAT2	VCAN	9606.ENSP00000230053	9606.ENSP00000265077	0	0	0	0	0.063	0	0.400	0.083	0.439
B3GAT2	CBR1	9606.ENSP00000230053	9606.ENSP00000290349	0	0	0	0	0	0	0	0.446	0.446
B3GAT2	NCAN	9606.ENSP00000230053	9606.ENSP00000252575	0	0	0	0	0.083	0	0.400	0.083	0.451
B3GAT2	BCAN	9606.ENSP00000230053	9606.ENSP00000331210	0	0	0	0	0.068	0	0.400	0.141	0.478
B3GAT2	COMT	9606.ENSP00000230053	9606.ENSP00000354511	0	0	0	0	0	0	0	0.523	0.523
B3GNT7	CHST6	9606.ENSP00000287590	9606.ENSP00000328983	0	0	0	0	0.083	0	0	0.678	0.692
BACE1	ST6GAL1	9606.ENSP00000318585	9606.ENSP00000169298	0	0	0	0	0.060	0	0	0.419	0.430
BACE1	MMP2	9606.ENSP00000318585	9606.ENSP00000219070	0	0	0	0	0.075	0.400	0	0.256	0.551
BACE1	CD82	9606.ENSP00000318585	9606.ENSP00000227155	0	0	0	0	0	0	0	0.578	0.578
BACE1	SELPLG	9606.ENSP00000318585	9606.ENSP00000228463	0	0	0	0	0	0.071	0	0.450	0.468
BACE1	PXDN	9606.ENSP00000318585	9606.ENSP00000252804	0	0	0	0	0.102	0	0	0.481	0.514
BACE1	GFAP	9606.ENSP00000318585	9606.ENSP00000253408	0	0	0	0	0.085	0	0	0.545	0.566
BACE1	BCHE	9606.ENSP00000318585	9606.ENSP00000264381	0	0	0	0	0.042	0	0	0.741	0.741
BACE1	DNMT3A	9606.ENSP00000318585	9606.ENSP00000264709	0	0	0	0	0.055	0	0	0.480	0.487
BACE1	CA2	9606.ENSP00000318585	9606.ENSP00000285379	0	0	0	0	0	0	0	0.438	0.438
BACE1	NCSTN	9606.ENSP00000318585	9606.ENSP00000294785	0	0	0	0	0	0.292	0	0.835	0.878
BACE1	CASP3	9606.ENSP00000318585	9606.ENSP00000311032	0	0	0	0	0.046	0.052	0	0.664	0.670
BACE1	BIN1	9606.ENSP00000318585	9606.ENSP00000316779	0	0	0	0	0.051	0.095	0	0.479	0.514
BACE1	LAMP1	9606.ENSP00000318585	9606.ENSP00000333298	0	0	0	0	0.062	0.052	0	0.407	0.427
BACE1	C4B	9606.ENSP00000318585	9606.ENSP00000415941	0	0	0	0	0	0	0	0.451	0.451
BACE1	PTPRC	9606.ENSP00000318585	9606.ENSP00000411355	0	0	0	0	0.056	0.046	0	0.441	0.452
BACE1	C4A	9606.ENSP00000318585	9606.ENSP00000396688	0	0	0	0	0	0	0	0.456	0.456
BACE1	MAOB	9606.ENSP00000318585	9606.ENSP00000367309	0	0	0	0	0.059	0	0	0.532	0.541
BACE1	TREM2	9606.ENSP00000318585	9606.ENSP00000362205	0	0	0	0	0.048	0	0	0.570	0.573
BACE1	CNTN2	9606.ENSP00000318585	9606.ENSP00000330633	0	0	0	0	0.084	0	0	0.714	0.727
BACE1	PSEN1	9606.ENSP00000318585	9606.ENSP00000326366	0	0	0	0	0.050	0.292	0	0.962	0.972
BACH1	SLX1A	9606.ENSP00000382805	9606.ENSP00000251303	0	0	0	0	0	0.421	0	0	0.420
BACH1	CREB5	9606.ENSP00000382805	9606.ENSP00000350359	0	0	0	0	0.110	0.681	0	0.128	0.730
BCAN	MMP2	9606.ENSP00000331210	9606.ENSP00000219070	0	0	0	0	0.045	0.292	0.400	0.206	0.634
BCAN	NCAN	9606.ENSP00000331210	9606.ENSP00000252575	0	0	0	0.821	0.213	0.099	0.400	0.908	0.955
BCAN	GFAP	9606.ENSP00000331210	9606.ENSP00000253408	0	0	0	0	0.203	0	0	0.458	0.549
BCAN	HAPLN2	9606.ENSP00000331210	9606.ENSP00000255039	0	0	0	0.831	0.224	0	0	0.569	0.651
BCAN	VCAN	9606.ENSP00000331210	9606.ENSP00000265077	0	0	0	0.728	0	0.606	0.400	0.909	0.976
BCAN	TNC	9606.ENSP00000331210	9606.ENSP00000265131	0	0	0	0	0.067	0.179	0.500	0.184	0.645
BCAN	OLIG2	9606.ENSP00000331210	9606.ENSP00000331040	0	0	0	0	0.173	0	0	0.336	0.427
BCAN	COL9A3	9606.ENSP00000331210	9606.ENSP00000496793	0	0	0	0	0.086	0.045	0	0.415	0.445
BCAN	GLDN	9606.ENSP00000331210	9606.ENSP00000335196	0	0	0	0	0.072	0	0	0.460	0.477
BCAN	MAG	9606.ENSP00000331210	9606.ENSP00000376048	0	0	0	0	0.196	0	0	0.392	0.491
BCAN	CD44	9606.ENSP00000331210	9606.ENSP00000398632	0	0	0	0	0.044	0	0	0.616	0.618
BCAN	NFASC	9606.ENSP00000331210	9606.ENSP00000344786	0	0	0	0	0.144	0	0	0.613	0.655
BCAN	PTPRZ1	9606.ENSP00000331210	9606.ENSP00000377047	0	0	0	0	0.161	0.088	0	0.988	0.990
BCHE	CASP3	9606.ENSP00000264381	9606.ENSP00000311032	0	0	0	0	0	0	0	0.413	0.413
BCHE	COMT	9606.ENSP00000264381	9606.ENSP00000354511	0	0	0	0	0.055	0	0	0.489	0.497
BCHE	PSEN1	9606.ENSP00000264381	9606.ENSP00000326366	0	0	0	0	0	0	0	0.612	0.612
BCHE	PRIMA1	9606.ENSP00000264381	9606.ENSP00000376848	0	0	0	0	0.062	0	0	0.711	0.717
BCHE	MAOB	9606.ENSP00000264381	9606.ENSP00000367309	0	0	0	0	0.123	0	0	0.791	0.809
BHLHE41	CEBPA	9606.ENSP00000242728	9606.ENSP00000427514	0	0	0	0	0	0.300	0	0.192	0.410
BIN1	HIP1R	9606.ENSP00000316779	9606.ENSP00000253083	0	0	0	0	0.075	0.071	0	0.417	0.455
BIN1	COTL1	9606.ENSP00000316779	9606.ENSP00000262428	0	0	0	0	0.127	0.306	0	0.174	0.456
BIN1	DPYSL5	9606.ENSP00000316779	9606.ENSP00000288699	0	0	0	0	0	0	0	0.872	0.872
BIN1	FCHSD2	9606.ENSP00000316779	9606.ENSP00000386722	0	0	0	0	0.051	0.090	0	0.377	0.415
BIN1	HLA-DRB1	9606.ENSP00000316779	9606.ENSP00000353099	0	0	0	0	0.054	0.096	0	0.398	0.440
BIN1	MOG	9606.ENSP00000316779	9606.ENSP00000366091	0	0	0	0	0	0	0	0.446	0.446
BIN1	MTSS1	9606.ENSP00000316779	9606.ENSP00000322804	0	0	0	0	0.057	0.091	0	0.427	0.467
BIN1	WIPF1	9606.ENSP00000316779	9606.ENSP00000376330	0	0	0	0	0.059	0.276	0	0.298	0.480
BIN1	CAV1	9606.ENSP00000316779	9606.ENSP00000339191	0	0	0	0	0.088	0	0	0.479	0.505
BIN1	HOMER3	9606.ENSP00000316779	9606.ENSP00000439937	0	0	0	0	0.059	0.093	0	0.532	0.566
BIN1	HLA-DRB5	9606.ENSP00000316779	9606.ENSP00000364114	0	0	0	0	0.049	0.096	0	0.545	0.574
BIN1	PSEN1	9606.ENSP00000316779	9606.ENSP00000326366	0	0	0	0	0.042	0	0	0.611	0.611
BIN1	TREM2	9606.ENSP00000316779	9606.ENSP00000362205	0	0	0	0	0	0	0	0.647	0.647
BIN1	INPP5D	9606.ENSP00000316779	9606.ENSP00000405338	0	0	0	0	0.196	0	0	0.591	0.658
BIN1	SOX1	9606.ENSP00000316779	9606.ENSP00000330218	0	0	0	0	0	0	0	0.666	0.666
BIN1	HCLS1	9606.ENSP00000316779	9606.ENSP00000320176	0	0	0	0	0.108	0.066	0	0.640	0.674
BIN1	DNER	9606.ENSP00000316779	9606.ENSP00000345229	0	0	0	0	0.095	0.091	0	0.671	0.706
BIN1	BIN2	9606.ENSP00000316779	9606.ENSP00000498807	0	0	0	0.810	0.042	0.821	0	0.633	0.931
BIN2	LCP2	9606.ENSP00000498807	9606.ENSP00000046794	0	0	0	0	0.493	0.066	0	0.111	0.543
BIN2	COTL1	9606.ENSP00000498807	9606.ENSP00000262428	0	0	0	0	0.170	0.306	0	0.127	0.453
BIN2	NCKAP1L	9606.ENSP00000498807	9606.ENSP00000293373	0	0	0	0	0.382	0	0	0.175	0.469
BIN2	HCLS1	9606.ENSP00000498807	9606.ENSP00000320176	0	0	0	0	0.463	0.066	0	0.103	0.511
BIN2	RCSD1	9606.ENSP00000498807	9606.ENSP00000356828	0	0	0	0	0.223	0	0	0.263	0.403
BIN2	WIPF1	9606.ENSP00000498807	9606.ENSP00000376330	0	0	0	0	0.347	0.276	0	0.197	0.588
BIN2	ITGB2	9606.ENSP00000498807	9606.ENSP00000380948	0	0	0	0	0.375	0	0	0.121	0.427
BIN2	PARVG	9606.ENSP00000498807	9606.ENSP00000391583	0	0	0	0	0.414	0	0	0	0.414
BIN2	INPP5D	9606.ENSP00000498807	9606.ENSP00000405338	0	0	0	0	0.312	0	0	0.163	0.400
BIN2	PTPRC	9606.ENSP00000498807	9606.ENSP00000411355	0	0	0	0	0.426	0	0	0.070	0.443
BIN2	DOCK2	9606.ENSP00000498807	9606.ENSP00000429283	0	0	0	0	0.288	0	0	0.218	0.419
BIN2	FYB1	9606.ENSP00000498807	9606.ENSP00000493623	0	0	0	0	0.535	0	0	0.206	0.615
BIN2	MYO1F	9606.ENSP00000498807	9606.ENSP00000494550	0	0	0	0	0.393	0.147	0	0.165	0.529
BIN2	CD53	9606.ENSP00000498807	9606.ENSP00000497382	0	0	0	0	0.439	0	0	0	0.439
BMP2K	FCGR3A	9606.ENSP00000334836	9606.ENSP00000356946	0	0	0	0	0.042	0	0	0.407	0.407
BOK	CASP3	9606.ENSP00000314132	9606.ENSP00000311032	0	0	0	0	0	0.125	0	0.628	0.661
BTN3A1	CD4	9606.ENSP00000289361	9606.ENSP00000011653	0	0	0	0	0.087	0	0	0.394	0.423
BTN3A1	BTN3A3	9606.ENSP00000289361	9606.ENSP00000244519	0	0	0.049	0.982	0.787	0.619	0.400	0.380	0.966
BTN3A1	ERMAP	9606.ENSP00000289361	9606.ENSP00000361595	0	0	0	0.759	0	0	0	0.413	0.412
BTN3A1	HLA-DRB1	9606.ENSP00000289361	9606.ENSP00000353099	0	0.001	0	0	0.080	0	0	0.392	0.417
BTN3A1	BTN3A2	9606.ENSP00000289361	9606.ENSP00000366937	0	0	0.050	0.980	0.769	0.934	0.400	0.380	0.993
BTN3A2	BTN3A3	9606.ENSP00000366937	9606.ENSP00000244519	0	0	0.048	0.984	0.776	0.721	0.400	0.052	0.960
BTN3A2	HLA-DRB1	9606.ENSP00000366937	9606.ENSP00000353099	0	0	0	0	0.085	0	0	0.448	0.474
BTN3A3	HLA-DRB1	9606.ENSP00000244519	9606.ENSP00000353099	0	0.001	0	0	0.108	0	0	0.410	0.452
C1QA	CD74	9606.ENSP00000363773	9606.ENSP00000009530	0	0	0	0	0.374	0.123	0	0.490	0.696
C1QA	CD4	9606.ENSP00000363773	9606.ENSP00000011653	0	0	0	0	0.264	0.091	0	0.309	0.498
C1QA	LCP2	9606.ENSP00000363773	9606.ENSP00000046794	0	0	0	0	0.267	0.095	0	0.450	0.603
C1QA	SPI1	9606.ENSP00000363773	9606.ENSP00000227163	0	0	0	0	0.360	0	0	0.305	0.536
C1QA	C3	9606.ENSP00000363773	9606.ENSP00000245907	0	0	0	0	0.170	0	0	0.544	0.605
C1QA	CD68	9606.ENSP00000363773	9606.ENSP00000250092	0	0	0	0	0.230	0	0	0.684	0.746
C1QA	GFAP	9606.ENSP00000363773	9606.ENSP00000253408	0	0	0	0	0.074	0.050	0	0.430	0.454
C1QA	TYROBP	9606.ENSP00000363773	9606.ENSP00000262629	0	0	0	0	0.569	0	0	0.755	0.890
C1QA	IRF8	9606.ENSP00000363773	9606.ENSP00000268638	0	0	0	0	0.226	0.048	0	0.371	0.496
C1QA	CSF1R	9606.ENSP00000363773	9606.ENSP00000286301	0	0	0	0	0.695	0	0	0.706	0.906
C1QA	SLCO2B1	9606.ENSP00000363773	9606.ENSP00000289575	0	0	0	0	0.392	0	0	0.212	0.501
C1QA	FCER1G	9606.ENSP00000363773	9606.ENSP00000289902	0	0	0	0	0.475	0	0	0.620	0.792
C1QA	LAPTM5	9606.ENSP00000363773	9606.ENSP00000294507	0	0	0	0	0.279	0	0	0.604	0.702
C1QA	MASP1	9606.ENSP00000363773	9606.ENSP00000296280	0	0	0	0	0.074	0.051	0.400	0.357	0.615
C1QA	MS4A7	9606.ENSP00000363773	9606.ENSP00000300184	0	0	0	0	0.422	0	0	0.102	0.459
C1QA	C3AR1	9606.ENSP00000363773	9606.ENSP00000302079	0	0	0	0	0.370	0	0	0.753	0.837
C1QA	P2RY12	9606.ENSP00000363773	9606.ENSP00000307259	0	0	0	0	0.181	0	0	0.665	0.714
C1QA	C1QB	9606.ENSP00000363773	9606.ENSP00000313967	0	0	0.104	0.855	0.999	0.980	0.900	0.984	0.999
C1QA	HCLS1	9606.ENSP00000363773	9606.ENSP00000320176	0	0	0	0	0.191	0.095	0	0.378	0.504
C1QA	CX3CR1	9606.ENSP00000363773	9606.ENSP00000351059	0	0	0	0	0.176	0	0	0.547	0.611
C1QA	HLA-DRB1	9606.ENSP00000363773	9606.ENSP00000353099	0	0	0	0	0.308	0.107	0	0.254	0.499
C1QA	FCGR3A	9606.ENSP00000363773	9606.ENSP00000356946	0	0	0	0	0.541	0	0	0.378	0.702
C1QA	FCGR1A	9606.ENSP00000363773	9606.ENSP00000358165	0	0	0	0	0.317	0	0	0.373	0.554
C1QA	TMIGD3	9606.ENSP00000363773	9606.ENSP00000358730	0	0	0	0	0.370	0	0	0.158	0.447
C1QA	CSF3R	9606.ENSP00000363773	9606.ENSP00000362195	0	0	0	0	0.244	0.081	0	0.239	0.425
C1QA	TREM2	9606.ENSP00000363773	9606.ENSP00000362205	0	0	0	0	0.482	0	0	0.730	0.854
C1QA	C1QC	9606.ENSP00000363773	9606.ENSP00000363770	0	0	0.117	0.819	0.999	0.972	0.900	0.984	0.999
C1QA	SEMA4D	9606.ENSP00000363773	9606.ENSP00000416523	0	0	0	0	0.047	0	0	0.403	0.407
C1QA	HLA-DMA	9606.ENSP00000363773	9606.ENSP00000363976	0	0	0	0	0.293	0	0	0.246	0.445
C1QA	GPNMB	9606.ENSP00000363773	9606.ENSP00000371420	0	0	0	0	0.108	0	0	0.425	0.465
C1QA	CCL3	9606.ENSP00000363773	9606.ENSP00000477908	0	0	0	0	0.198	0	0	0.362	0.466
C1QA	MYO1F	9606.ENSP00000363773	9606.ENSP00000494550	0	0	0	0	0.263	0	0	0.306	0.467
C1QA	RNASE1	9606.ENSP00000363773	9606.ENSP00000381057	0	0	0	0	0.430	0	0	0.125	0.480
C1QA	HLA-DMB	9606.ENSP00000363773	9606.ENSP00000398890	0	0	0	0	0.273	0.107	0	0.278	0.490
C1QA	ITGAX	9606.ENSP00000363773	9606.ENSP00000454623	0	0	0	0	0.178	0	0	0.409	0.494
C1QA	FYB1	9606.ENSP00000363773	9606.ENSP00000493623	0	0	0	0	0.237	0	0	0.384	0.510
C1QA	PTPRC	9606.ENSP00000363773	9606.ENSP00000411355	0	0	0	0	0.257	0	0	0.383	0.522
C1QA	CD53	9606.ENSP00000363773	9606.ENSP00000497382	0	0	0	0	0.208	0	0	0.492	0.580
C1QA	HLA-DRA	9606.ENSP00000363773	9606.ENSP00000378786	0	0	0	0	0.355	0.184	0	0.400	0.656
C1QA	GPR34	9606.ENSP00000363773	9606.ENSP00000367384	0	0	0	0	0.347	0	0	0.519	0.672
C1QA	CYBB	9606.ENSP00000363773	9606.ENSP00000367851	0	0	0	0	0.360	0	0	0.545	0.697
C1QA	ITGAM	9606.ENSP00000363773	9606.ENSP00000496959	0	0	0	0	0.219	0	0	0.636	0.703
C1QA	TMEM119	9606.ENSP00000363773	9606.ENSP00000376553	0	0	0	0	0.126	0	0	0.677	0.705
C1QA	ITGB2	9606.ENSP00000363773	9606.ENSP00000380948	0	0	0	0	0.331	0.045	0	0.620	0.736
C1QA	C4B	9606.ENSP00000363773	9606.ENSP00000415941	0	0	0	0	0.171	0	0.900	0.690	0.972
C1QA	C4A	9606.ENSP00000363773	9606.ENSP00000396688	0	0	0	0	0.171	0	0.900	0.822	0.983
C1QB	CD74	9606.ENSP00000313967	9606.ENSP00000009530	0	0	0	0	0.249	0.123	0	0.438	0.598
C1QB	CD4	9606.ENSP00000313967	9606.ENSP00000011653	0	0	0	0	0.181	0.091	0	0.270	0.409
C1QB	LCP2	9606.ENSP00000313967	9606.ENSP00000046794	0	0	0	0	0.163	0.095	0	0.388	0.495
C1QB	SPI1	9606.ENSP00000313967	9606.ENSP00000227163	0	0	0	0	0.278	0	0	0.241	0.428
C1QB	C3	9606.ENSP00000313967	9606.ENSP00000245907	0	0	0	0	0.108	0	0	0.445	0.483
C1QB	CD68	9606.ENSP00000313967	9606.ENSP00000250092	0	0	0	0	0.202	0	0	0.373	0.478
C1QB	TYROBP	9606.ENSP00000313967	9606.ENSP00000262629	0	0	0	0	0.544	0	0	0.689	0.852
C1QB	IGSF6	9606.ENSP00000313967	9606.ENSP00000268389	0	0	0	0	0.242	0	0	0.256	0.411
C1QB	IRF8	9606.ENSP00000313967	9606.ENSP00000268638	0	0	0	0	0.221	0.048	0	0.349	0.475
